### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]
    165.9000        0.1102902E-002  -0.2949684E-001   0.1691231E-002  -0.2237704E-002   0.1611177E-002  -0.1897622E-002
    166.0000        0.1275630E-002  -0.2971760E-001   0.1763353E-002  -0.2176357E-002   0.1666660E-002  -0.1836163E-002
    166.1000        0.1455556E-002  -0.2993185E-001   0.1834979E-002  -0.2107257E-002   0.1721365E-002  -0.1767309E-002
    166.2000        0.1642566E-002  -0.3013879E-001   0.1904819E-002  -0.2030284E-002   0.1774040E-002  -0.1690909E-002
    166.3000        0.1836414E-002  -0.3033764E-001   0.1971497E-002  -0.1945359E-002   0.1823344E-002  -0.1606849E-002
    166.4000        0.2036712E-002  -0.3052760E-001   0.2033572E-002  -0.1852473E-002   0.1867870E-002  -0.1515083E-002
    166.5000        0.2242927E-002  -0.3070787E-001   0.2089583E-002  -0.1751721E-002   0.1906185E-002  -0.1415665E-002
    166.6000        0.2454379E-002  -0.3087769E-001   0.2138091E-002  -0.1643333E-002   0.1936876E-002  -0.1308788E-002
    166.7000        0.2670249E-002  -0.3103630E-001   0.2177741E-002  -0.1527718E-002   0.1958611E-002  -0.1194819E-002
    166.8000        0.2889591E-002  -0.3118301E-001   0.2207327E-002  -0.1405489E-002   0.1970198E-002  -0.1074337E-002
    166.9000        0.3111346E-002  -0.3131721E-001   0.2225857E-002  -0.1277500E-002   0.1970660E-002  -0.9481617E-003
    167.0000        0.3334370E-002  -0.3143836E-001   0.2232624E-002  -0.1144853E-002   0.1959298E-002  -0.8173746E-003
    167.1000        0.3557466E-002  -0.3154607E-001   0.2227261E-002  -0.1008908E-002   0.1935753E-002  -0.6833208E-003
    167.2000        0.3779418E-002  -0.3164008E-001   0.2209791E-002  -0.8712586E-003   0.1900052E-002  -0.5475927E-003
    167.3000        0.3999034E-002  -0.3172032E-001   0.2180645E-002  -0.7336894E-003   0.1852633E-002  -0.4119864E-003
    167.4000        0.4215186E-002  -0.3178689E-001   0.2140668E-002  -0.5981031E-003   0.1794350E-002  -0.2784312E-003
    167.5000        0.4426848E-002  -0.3184007E-001   0.2091087E-002  -0.4664239E-003   0.1726439E-002  -0.1488920E-003
    167.6000        0.4633135E-002  -0.3188036E-001   0.2033459E-002  -0.3404794E-003   0.1650472E-002  -0.2525071E-004
    167.7000        0.4833331E-002  -0.3190841E-001   0.1969596E-002  -0.2218729E-003   0.1568282E-002   0.9082410E-004
    167.8000        0.5026912E-002  -0.3192502E-001   0.1901480E-002  -0.1118563E-003   0.1481878E-002   0.1980074E-003
    167.9000        0.5213554E-002  -0.3193110E-001   0.1831174E-002  -0.1122083E-004   0.1393349E-002   0.2954315E-003
    168.0000        0.5393142E-002  -0.3192759E-001   0.1760733E-002   0.7978262E-004   0.1304786E-002   0.3827708E-003
    168.1000        0.5565762E-002  -0.3191545E-001   0.1692126E-002   0.1614819E-003   0.1218193E-002   0.4602848E-003
    168.2000        0.5731690E-002  -0.3189557E-001   0.1627181E-002   0.2347743E-003   0.1135436E-002   0.5288141E-003
    168.3000        0.5891375E-002  -0.3186873E-001   0.1567531E-002   0.3010698E-003   0.1058184E-002   0.5897277E-003
    168.4000        0.6045420E-002  -0.3183553E-001   0.1514582E-002   0.3621932E-003   0.9878794E-003   0.6448282E-003
    168.5000        0.6194554E-002  -0.3179639E-001   0.1469489E-002   0.4202548E-003   0.9257115E-003   0.6962246E-003
    168.6000        0.6339610E-002  -0.3175151E-001   0.1433144E-002   0.4775058E-003   0.8726009E-003   0.7461881E-003
    168.7000        0.6481495E-002  -0.3170084E-001   0.1406167E-002   0.5361915E-003   0.8291938E-003   0.7970043E-003
    168.8000        0.6621167E-002  -0.3164415E-001   0.1388908E-002   0.5984173E-003   0.7958625E-003   0.8508379E-003
    168.9000        0.6759604E-002  -0.3158098E-001   0.1381461E-002   0.6660388E-003   0.7727152E-003   0.9096189E-003
    169.0000        0.6897782E-002  -0.3151071E-001   0.1383675E-002   0.7405806E-003   0.7596153E-003   0.9749591E-003
    169.1000        0.7036649E-002  -0.3143259E-001   0.1395187E-002   0.8231879E-003   0.7562077E-003   0.1048100E-002
    169.2000        0.7177111E-002  -0.3134578E-001   0.1415452E-002   0.9146083E-003   0.7619530E-003   0.1129889E-002
    169.3000        0.7320009E-002  -0.3124937E-001   0.1443784E-002   0.1015199E-002   0.7761662E-003   0.1220788E-002
    169.4000        0.7466110E-002  -0.3114244E-001   0.1479392E-002   0.1124951E-002   0.7980567E-003   0.1320890E-002
    169.5000        0.7616101E-002  -0.3102408E-001   0.1521422E-002   0.1243530E-002   0.8267686E-003   0.1429958E-002
    169.6000        0.7770579E-002  -0.3089346E-001   0.1568992E-002   0.1370317E-002   0.8614158E-003   0.1547469E-002
    169.7000        0.7930055E-002  -0.3074977E-001   0.1621218E-002   0.1504453E-002   0.9011139E-003   0.1672650E-002
    169.8000        0.8094949E-002  -0.3059235E-001   0.1677245E-002   0.1644879E-002   0.9450039E-003   0.1804525E-002
    169.9000        0.8265603E-002  -0.3042063E-001   0.1736260E-002   0.1790374E-002   0.9922707E-003   0.1941945E-002
    170.0000        0.8442276E-002  -0.3023416E-001   0.1797507E-002   0.1939583E-002   0.1042155E-002   0.2083619E-002
    170.1000        0.8625155E-002  -0.3003264E-001   0.1860288E-002   0.2091041E-002   0.1093962E-002   0.2228141E-002
    170.2000        0.8814364E-002  -0.2981592E-001   0.1923975E-002   0.2243197E-002   0.1147062E-002   0.2374008E-002
    170.3000        0.9009962E-002  -0.2958403E-001   0.1988002E-002   0.2394427E-002   0.1200891E-002   0.2519636E-002
    170.4000        0.9211959E-002  -0.2933713E-001   0.2051870E-002   0.2543054E-002   0.1254952E-002   0.2663381E-002
    170.5000        0.9420316E-002  -0.2907556E-001   0.2115138E-002   0.2687363E-002   0.1308811E-002   0.2803551E-002
    170.6000        0.9634954E-002  -0.2879985E-001   0.2177429E-002   0.2825622E-002   0.1362093E-002   0.2938431E-002
    170.7000        0.9855758E-002  -0.2851070E-001   0.2238420E-002   0.2956102E-002   0.1414483E-002   0.3066299E-002
    170.8000        0.1008259E-001  -0.2820895E-001   0.2297840E-002   0.3077103E-002   0.1465720E-002   0.3185455E-002
    170.9000        0.1031527E-001  -0.2789565E-001   0.2355473E-002   0.3186988E-002   0.1515598E-002   0.3294255E-002
    171.0000        0.1055361E-001  -0.2757197E-001   0.2411146E-002   0.3284214E-002   0.1563956E-002   0.3391141E-002
    171.1000        0.1079743E-001  -0.2723927E-001   0.2464725E-002   0.3367377E-002   0.1610679E-002   0.3474687E-002
    171.2000        0.1104649E-001  -0.2689901E-001   0.2516108E-002   0.3435251E-002   0.1655684E-002   0.3543639E-002
    171.3000        0.1130057E-001  -0.2655277E-001   0.2565206E-002   0.3486840E-002   0.1698906E-002   0.3596969E-002
    171.4000        0.1155945E-001  -0.2620221E-001   0.2611932E-002   0.3521424E-002   0.1740285E-002   0.3633922E-002
    171.5000        0.1182287E-001  -0.2584906E-001   0.2656172E-002   0.3538609E-002   0.1779737E-002   0.3654064E-002
    171.6000        0.1209059E-001  -0.2549507E-001   0.2697763E-002   0.3538376E-002   0.1817136E-002   0.3657334E-002
    171.7000        0.1236233E-001  -0.2514195E-001   0.2736467E-002   0.3521114E-002   0.1852276E-002   0.3644083E-002
    171.8000        0.1263778E-001  -0.2479139E-001   0.2771943E-002   0.3487657E-002   0.1884852E-002   0.3615103E-002
    171.9000        0.1291660E-001  -0.2444492E-001   0.2803728E-002   0.3439289E-002   0.1914434E-002   0.3571646E-002
    172.0000        0.1319838E-001  -0.2410397E-001   0.2831232E-002   0.3377747E-002   0.1940458E-002   0.3515415E-002
    172.1000        0.1348268E-001  -0.2376974E-001   0.2853742E-002   0.3305180E-002   0.1962232E-002   0.3448531E-002
    172.2000        0.1376894E-001  -0.2344322E-001   0.2870456E-002   0.3224093E-002   0.1978961E-002   0.3373480E-002
    172.3000        0.1405655E-001  -0.2312511E-001   0.2880527E-002   0.3137253E-002   0.1989794E-002   0.3293010E-002
    172.4000        0.1434480E-001  -0.2281586E-001   0.2883135E-002   0.3047571E-002   0.1993893E-002   0.3210023E-002
    172.5000        0.1463290E-001  -0.2251560E-001   0.2877562E-002   0.2957962E-002   0.1990507E-002   0.3127426E-002
    172.6000        0.1492002E-001  -0.2222417E-001   0.2863277E-002   0.2871200E-002   0.1979059E-002   0.3047988E-002
    172.7000        0.1520526E-001  -0.2194118E-001   0.2840003E-002   0.2789773E-002   0.1959210E-002   0.2974194E-002
    172.8000        0.1548772E-001  -0.2166597E-001   0.2807760E-002   0.2715762E-002   0.1930918E-002   0.2908120E-002
    172.9000        0.1576652E-001  -0.2139772E-001   0.2766891E-002   0.2650756E-002   0.1894450E-002   0.2851347E-002
    173.0000        0.1604083E-001  -0.2113548E-001   0.2718038E-002   0.2595799E-002   0.1850375E-002   0.2804906E-002
    173.1000        0.1630989E-001  -0.2087821E-001   0.2662100E-002   0.2551391E-002   0.1799521E-002   0.2769283E-002
    173.2000        0.1657305E-001  -0.2062485E-001   0.2600164E-002   0.2517524E-002   0.1742906E-002   0.2744443E-002
    173.3000        0.1682976E-001  -0.2037437E-001   0.2533426E-002   0.2493748E-002   0.1681667E-002   0.2729910E-002
    173.4000        0.1707962E-001  -0.2012579E-001   0.2463114E-002   0.2479262E-002   0.1616976E-002   0.2724849E-002
    173.5000        0.1732231E-001  -0.1987824E-001   0.2390413E-002   0.2473012E-002   0.1549975E-002   0.2728170E-002
    173.6000        0.1755766E-001  -0.1963096E-001   0.2316416E-002   0.2473791E-002   0.1481720E-002   0.2738627E-002
    173.7000        0.1778558E-001  -0.1938329E-001   0.2242088E-002   0.2480325E-002   0.1413146E-002   0.2754908E-002
    173.8000        0.1800609E-001  -0.1913474E-001   0.2168248E-002   0.2491356E-002   0.1345049E-002   0.2775711E-002
    173.9000        0.1821927E-001  -0.1888491E-001   0.2095572E-002   0.2505692E-002   0.1278085E-002   0.2799811E-002
    174.0000        0.1842526E-001  -0.1863353E-001   0.2024599E-002   0.2522262E-002   0.1212783E-002   0.2826098E-002
    174.1000        0.1862426E-001  -0.1838042E-001   0.1955755E-002   0.2540138E-002   0.1149557E-002   0.2853614E-002
    174.2000        0.1881649E-001  -0.1812548E-001   0.1889373E-002   0.2558554E-002   0.1088735E-002   0.2881565E-002
    174.3000        0.1900222E-001  -0.1786871E-001   0.1825713E-002   0.2576910E-002   0.1030575E-002   0.2909327E-002
    174.4000        0.1918173E-001  -0.1761012E-001   0.1764988E-002   0.2594773E-002   0.9752860E-003   0.2936449E-002
    174.5000        0.1935533E-001  -0.1734978E-001   0.1707372E-002   0.2611867E-002   0.9230459E-003   0.2962639E-002
    174.6000        0.1952332E-001  -0.1708777E-001   0.1653016E-002   0.2628059E-002   0.8740096E-003   0.2987755E-002
    174.7000        0.1968604E-001  -0.1682420E-001   0.1602051E-002   0.2643343E-002   0.8283157E-003   0.3011784E-002
    174.8000        0.1984384E-001  -0.1655913E-001   0.1554592E-002   0.2657822E-002   0.7860868E-003   0.3034828E-002
    174.9000        0.1999708E-001  -0.1629265E-001   0.1510729E-002   0.2671690E-002   0.7474260E-003   0.3057081E-002
    175.0000        0.2014611E-001  -0.1602481E-001   0.1470526E-002   0.2685208E-002   0.7124093E-003   0.3078808E-002
    175.1000        0.2029131E-001  -0.1575561E-001   0.1434005E-002   0.2698683E-002   0.6810758E-003   0.3100324E-002
    175.2000        0.2043304E-001  -0.1548506E-001   0.1401141E-002   0.2712452E-002   0.6534160E-003   0.3121971E-002
    175.3000        0.2057166E-001  -0.1521310E-001   0.1371845E-002   0.2726856E-002   0.6293601E-003   0.3144101E-002
    175.4000        0.2070752E-001  -0.1493966E-001   0.1345957E-002   0.2742224E-002   0.6087673E-003   0.3167051E-002
    175.5000        0.2084095E-001  -0.1466461E-001   0.1323240E-002   0.2758860E-002   0.5914180E-003   0.3191132E-002
    175.6000        0.2097226E-001  -0.1438783E-001   0.1303373E-002   0.2777026E-002   0.5770096E-003   0.3216611E-002
    175.7000        0.2110171E-001  -0.1410915E-001   0.1285955E-002   0.2796932E-002   0.5651577E-003   0.3243702E-002
    175.8000        0.2122952E-001  -0.1382838E-001   0.1270513E-002   0.2818735E-002   0.5554031E-003   0.3272561E-002
    175.9000        0.2135586E-001  -0.1354534E-001   0.1256516E-002   0.2842531E-002   0.5472256E-003   0.3303278E-002
    176.0000        0.2148085E-001  -0.1325981E-001   0.1243395E-002   0.2868356E-002   0.5400633E-003   0.3335880E-002
    176.1000        0.2160455E-001  -0.1297160E-001   0.1230568E-002   0.2896189E-002   0.5333386E-003   0.3370330E-002
    176.2000        0.2172696E-001  -0.1268051E-001   0.1217470E-002   0.2925951E-002   0.5264862E-003   0.3406528E-002
    176.3000        0.2184802E-001  -0.1238635E-001   0.1203583E-002   0.2957506E-002   0.5189852E-003   0.3444310E-002
    176.4000        0.2196763E-001  -0.1208895E-001   0.1188470E-002   0.2990650E-002   0.5103891E-003   0.3483444E-002
    176.5000        0.2208566E-001  -0.1178818E-001   0.1171796E-002   0.3025106E-002   0.5003534E-003   0.3523617E-002
    176.6000        0.2220193E-001  -0.1148390E-001   0.1153357E-002   0.3060505E-002   0.4886583E-003   0.3564421E-002
    176.7000        0.2231627E-001  -0.1117606E-001   0.1133088E-002   0.3096367E-002   0.4752238E-003   0.3605335E-002
    176.8000        0.2242849E-001  -0.1086463E-001   0.1111074E-002   0.3132074E-002   0.4601167E-003   0.3645701E-002
    176.9000        0.2253843E-001  -0.1054968E-001   0.1087546E-002   0.3166855E-002   0.4435491E-003   0.3684703E-002
    177.0000        0.2264596E-001  -0.1023132E-001   0.1062872E-002   0.3199761E-002   0.4258682E-003   0.3721354E-002
    177.1000        0.2275098E-001  -0.9909823E-002   0.1037535E-002   0.3229667E-002   0.4075392E-003   0.3754488E-002
    177.2000        0.2285347E-001  -0.9585534E-002   0.1012116E-002   0.3255276E-002   0.3891226E-003   0.3782771E-002
    177.3000        0.2295343E-001  -0.9258959E-002   0.9872618E-003   0.3275145E-002   0.3712477E-003   0.3804728E-002
    177.4000        0.2305096E-001  -0.8930748E-002   0.9636613E-003   0.3287734E-002   0.3545848E-003   0.3818788E-002
    177.5000        0.2314622E-001  -0.8601707E-002   0.9420152E-003   0.3291463E-002   0.3398180E-003   0.3823348E-002
    177.6000        0.2323945E-001  -0.8272802E-002   0.9230114E-003   0.3284792E-002   0.3276197E-003   0.3816846E-002
    177.7000        0.2333094E-001  -0.7945143E-002   0.9073031E-003   0.3266297E-002   0.3186284E-003   0.3797843E-002
    177.8000        0.2342104E-001  -0.7619978E-002   0.8954897E-003   0.3234757E-002   0.3134306E-003   0.3765108E-002
    177.9000        0.2351018E-001  -0.7298659E-002   0.8881028E-003   0.3189219E-002   0.3125462E-003   0.3717683E-002
    178.0000        0.2359882E-001  -0.6982622E-002   0.8855952E-003   0.3129057E-002   0.3164180E-003   0.3654943E-002
    178.1000        0.2368748E-001  -0.6673344E-002   0.8883338E-003   0.3054003E-002   0.3254044E-003   0.3576627E-002
    178.2000        0.2377668E-001  -0.6372314E-002   0.8965953E-003   0.2964160E-002   0.3397756E-003   0.3482849E-002
    178.3000        0.2386699E-001  -0.6080991E-002   0.9105653E-003   0.2859983E-002   0.3597119E-003   0.3374081E-002
    178.4000        0.2395898E-001  -0.5800770E-002   0.9303388E-003   0.2742250E-002   0.3853049E-003   0.3251122E-002
    178.5000        0.2405325E-001  -0.5532958E-002   0.9559237E-003   0.2612008E-002   0.4165604E-003   0.3115046E-002
    178.6000        0.2415036E-001  -0.5278744E-002   0.9872461E-003   0.2470514E-002   0.4534034E-003   0.2967141E-002
    178.7000        0.2425088E-001  -0.5039183E-002   0.1024157E-002   0.2319172E-002   0.4956853E-003   0.2808842E-002
    178.8000        0.2435537E-001  -0.4815188E-002   0.1066443E-002   0.2159467E-002   0.5431921E-003   0.2641673E-002
    178.9000        0.2446434E-001  -0.4607518E-002   0.1113833E-002   0.1992913E-002   0.5956540E-003   0.2467182E-002
    179.0000        0.2457830E-001  -0.4416784E-002   0.1166012E-002   0.1820997E-002   0.6527565E-003   0.2286895E-002
    179.1000        0.2469769E-001  -0.4243450E-002   0.1222631E-002   0.1645143E-002   0.7141507E-003   0.2102275E-002
    179.2000        0.2482296E-001  -0.4087842E-002   0.1283318E-002   0.1466683E-002   0.7794650E-003   0.1914692E-002
    179.3000        0.2495448E-001  -0.3950159E-002   0.1347690E-002   0.1286834E-002   0.8483151E-003   0.1725403E-002
    179.4000        0.2509260E-001  -0.3830485E-002   0.1415361E-002   0.1106693E-002   0.9203138E-003   0.1535539E-002
    179.5000        0.2523765E-001  -0.3728798E-002   0.1485953E-002   0.9272287E-003   0.9950794E-003   0.1346103E-002
    179.6000        0.2538988E-001  -0.3644988E-002   0.1559098E-002   0.7492839E-003   0.1072242E-002   0.1157973E-002
    179.7000        0.2554954E-001  -0.3578866E-002   0.1634448E-002   0.5735847E-003   0.1151450E-002   0.9719056E-003
    179.8000        0.2571683E-001  -0.3530176E-002   0.1711678E-002   0.4007483E-003   0.1232372E-002   0.7885475E-003
    179.9000        0.2589193E-001  -0.3498604E-002   0.1790484E-002   0.2312953E-003   0.1314699E-002   0.6084467E-003
    180.0000        0.2607497E-001  -0.3483789E-002   0.1870587E-002   0.6566204E-004   0.1398148E-002   0.4320652E-003
    180.1000        0.2626608E-001  -0.3485332E-002   0.1951731E-002  -0.9578630E-004   0.1482455E-002   0.2597918E-003
    180.2000        0.2646535E-001  -0.3502797E-002   0.2033680E-002  -0.2527430E-003   0.1567380E-002   0.9195509E-004
    180.3000        0.2667284E-001  -0.3535722E-002   0.2116218E-002  -0.4049478E-003   0.1652698E-002  -0.7116440E-004
    180.4000        0.2688860E-001  -0.3583620E-002   0.2199142E-002  -0.5521757E-003   0.1738200E-002  -0.2293229E-003
    180.5000        0.2711267E-001  -0.3645985E-002   0.2282258E-002  -0.6942270E-003   0.1823689E-002  -0.3823033E-003
    180.6000        0.2734505E-001  -0.3722287E-002   0.2365383E-002  -0.8309189E-003   0.1908972E-002  -0.5299067E-003
    180.7000        0.2758574E-001  -0.3811984E-002   0.2448335E-002  -0.9620784E-003   0.1993862E-002  -0.6719449E-003
    180.8000        0.2783471E-001  -0.3914513E-002   0.2530931E-002  -0.1087537E-002   0.2078174E-002  -0.8082354E-003
    180.9000        0.2809191E-001  -0.4029296E-002   0.2612989E-002  -0.1207128E-002   0.2161718E-002  -0.9385970E-003
    181.0000        0.2835728E-001  -0.4155737E-002   0.2694320E-002  -0.1320682E-002   0.2244303E-002  -0.1062848E-002
    181.1000        0.2863074E-001  -0.4293225E-002   0.2774731E-002  -0.1428029E-002   0.2325731E-002  -0.1180807E-002
    181.2000        0.2891219E-001  -0.4441131E-002   0.2854022E-002  -0.1529001E-002   0.2405800E-002  -0.1292292E-002
