### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
### Sampling for ensemble average ##################
#   ista = 2000                                    #
#   nperiod = 500                                  #
#   nshift = 1                                     #
#   nsample= (nrec-ista-nperiod)/nshift+1 = 7502   #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]   [8]Re[Omega*u]   [9]Im[Omega*u]   [10]Re[s]        [11]Im[s]        [12]Re[r]        [13]Im[r]        
    952.1000       -0.2748369E-001   0.2711731E-001  -0.1506790E-002   0.1544113E-002  -0.1827813E-002   0.9490324E-003  -0.5984351E-004  -0.8068357E-004  -0.7739971E-003  -0.1791543E-002  -0.9939722E-003   0.2821259E-002
    952.2000       -0.2763146E-001   0.2727085E-001  -0.1449425E-002   0.1526138E-002  -0.1772339E-002   0.9239743E-003  -0.6018521E-004  -0.8112019E-004  -0.7595139E-003  -0.1792010E-002  -0.9526401E-003   0.2797104E-002
    952.3000       -0.2777375E-001   0.2742244E-001  -0.1397276E-002   0.1505228E-002  -0.1721893E-002   0.8959550E-003  -0.6052388E-004  -0.8154199E-004  -0.7450565E-003  -0.1792632E-002  -0.9163122E-003   0.2770129E-002
    952.4000       -0.2791108E-001   0.2757182E-001  -0.1350212E-002   0.1482050E-002  -0.1676351E-002   0.8656622E-003  -0.6085866E-004  -0.8195022E-004  -0.7306275E-003  -0.1793407E-002  -0.8848653E-003   0.2741019E-002
    952.5000       -0.2804396E-001   0.2771880E-001  -0.1308132E-002   0.1457338E-002  -0.1635619E-002   0.8338592E-003  -0.6118888E-004  -0.8234608E-004  -0.7162291E-003  -0.1794330E-002  -0.8582014E-003   0.2710535E-002
    952.6000       -0.2817287E-001   0.2786326E-001  -0.1270981E-002   0.1431885E-002  -0.1599643E-002   0.8013778E-003  -0.6151407E-004  -0.8273083E-004  -0.7018634E-003  -0.1795396E-002  -0.8362652E-003   0.2679505E-002
    952.7000       -0.2829832E-001   0.2800518E-001  -0.1238765E-002   0.1406533E-002  -0.1568425E-002   0.7691041E-003  -0.6183395E-004  -0.8310571E-004  -0.6875319E-003  -0.1796602E-002  -0.8190587E-003   0.2648812E-002
    952.8000       -0.2842079E-001   0.2814460E-001  -0.1211558E-002   0.1382142E-002  -0.1542035E-002   0.7379557E-003  -0.6214850E-004  -0.8347203E-004  -0.6732360E-003  -0.1797944E-002  -0.8066502E-003   0.2619371E-002
    952.9000       -0.2854080E-001   0.2828167E-001  -0.1189508E-002   0.1359563E-002  -0.1520613E-002   0.7088464E-003  -0.6245787E-004  -0.8383114E-004  -0.6589769E-003  -0.1799417E-002  -0.7991787E-003   0.2592095E-002
    953.0000       -0.2865887E-001   0.2841660E-001  -0.1172833E-002   0.1339586E-002  -0.1504371E-002   0.6826409E-003  -0.6276246E-004  -0.8418447E-004  -0.6447553E-003  -0.1801019E-002  -0.7968533E-003   0.2567845E-002
    953.1000       -0.2877556E-001   0.2854970E-001  -0.1161818E-002   0.1322887E-002  -0.1493581E-002   0.6600946E-003  -0.6306281E-004  -0.8453357E-004  -0.6305717E-003  -0.1802746E-002  -0.7999463E-003   0.2547374E-002
    953.2000       -0.2889144E-001   0.2868131E-001  -0.1156797E-002   0.1309954E-002  -0.1488568E-002   0.6417826E-003  -0.6335963E-004  -0.8488005E-004  -0.6164264E-003  -0.1804594E-002  -0.8087819E-003   0.2531257E-002
    953.3000       -0.2900713E-001   0.2881182E-001  -0.1158141E-002   0.1301012E-002  -0.1489692E-002   0.6280200E-003  -0.6365370E-004  -0.8522565E-004  -0.6023192E-003  -0.1806560E-002  -0.8237188E-003   0.2519806E-002
    953.4000       -0.2912329E-001   0.2894164E-001  -0.1166232E-002   0.1295939E-002  -0.1497324E-002   0.6187781E-003  -0.6394580E-004  -0.8557220E-004  -0.5882497E-003  -0.1808643E-002  -0.8451285E-003   0.2512993E-002
    953.5000       -0.2924061E-001   0.2907112E-001  -0.1181437E-002   0.1294200E-002  -0.1511823E-002   0.6136070E-003  -0.6423661E-004  -0.8592163E-004  -0.5742171E-003  -0.1810839E-002  -0.8733693E-003   0.2510368E-002
    953.6000       -0.2935983E-001   0.2920056E-001  -0.1204081E-002   0.1294783E-002  -0.1533505E-002   0.6115754E-003  -0.6452662E-004  -0.8627590E-004  -0.5602201E-003  -0.1813146E-002  -0.9087578E-003   0.2510997E-002
    953.7000       -0.2948169E-001   0.2933010E-001  -0.1234410E-002   0.1296179E-002  -0.1562612E-002   0.6112408E-003  -0.6481595E-004  -0.8663704E-004  -0.5462574E-003  -0.1815562E-002  -0.9515389E-003   0.2513440E-002
    953.8000       -0.2960697E-001   0.2945975E-001  -0.1272568E-002   0.1296405E-002  -0.1599288E-002   0.6106658E-003  -0.6510429E-004  -0.8700703E-004  -0.5323269E-003  -0.1818086E-002  -0.1001857E-002   0.2515758E-002
    953.9000       -0.2973646E-001   0.2958927E-001  -0.1318567E-002   0.1293075E-002  -0.1643547E-002   0.6074876E-003  -0.6539076E-004  -0.8738781E-004  -0.5184262E-003  -0.1820714E-002  -0.1059730E-002   0.2515589E-002
    954.0000       -0.2987094E-001   0.2971816E-001  -0.1372264E-002   0.1283537E-002  -0.1695255E-002   0.5990492E-003  -0.6567380E-004  -0.8778122E-004  -0.5045528E-003  -0.1823445E-002  -0.1125029E-002   0.2510275E-002
    954.1000       -0.3001116E-001   0.2984568E-001  -0.1433349E-002   0.1265056E-002  -0.1754118E-002   0.5825831E-003  -0.6595121E-004  -0.8818892E-004  -0.4907035E-003  -0.1826277E-002  -0.1197464E-002   0.2497049E-002
    954.2000       -0.3015784E-001   0.2997079E-001  -0.1501343E-002   0.1235044E-002  -0.1819676E-002   0.5554352E-003  -0.6622006E-004  -0.8861237E-004  -0.4768748E-003  -0.1829205E-002  -0.1276581E-002   0.2473253E-002
    954.3000       -0.3031164E-001   0.3009223E-001  -0.1575597E-002   0.1191288E-002  -0.1891310E-002   0.5153022E-003  -0.6647687E-004  -0.8905283E-004  -0.4630629E-003  -0.1832228E-002  -0.1361770E-002   0.2436583E-002
    954.4000       -0.3047314E-001   0.3020853E-001  -0.1655317E-002   0.1132168E-002  -0.1968257E-002   0.4604517E-003  -0.6671764E-004  -0.8951127E-004  -0.4492637E-003  -0.1835339E-002  -0.1452276E-002   0.2385302E-002
    954.5000       -0.3064285E-001   0.3031812E-001  -0.1739580E-002   0.1056827E-002  -0.2049636E-002   0.3898957E-003  -0.6693811E-004  -0.8998841E-004  -0.4354729E-003  -0.1838535E-002  -0.1547225E-002   0.2318419E-002
    954.6000       -0.3082118E-001   0.3041936E-001  -0.1827375E-002   0.9652604E-003  -0.2134477E-002   0.3034921E-003  -0.6713393E-004  -0.9048468E-004  -0.4216858E-003  -0.1841809E-002  -0.1645657E-002   0.2235786E-002
    954.7000       -0.3100841E-001   0.3051066E-001  -0.1917636E-002   0.8583284E-003  -0.2221762E-002   0.2019627E-003  -0.6730091E-004  -0.9100030E-004  -0.4078978E-003  -0.1845155E-002  -0.1746563E-002   0.2138118E-002
    954.8000       -0.3120475E-001   0.3059056E-001  -0.2009285E-002   0.7376838E-003  -0.2310458E-002   0.8682891E-004  -0.6743522E-004  -0.9153521E-004  -0.3941041E-003  -0.1848563E-002  -0.1848918E-002   0.2026928E-002
    954.9000       -0.3141028E-001   0.3065781E-001  -0.2101269E-002   0.6056328E-003  -0.2399559E-002  -0.3972145E-004  -0.6753357E-004  -0.9208919E-004  -0.3802997E-003  -0.1852028E-002  -0.1951725E-002   0.1904395E-002
    955.0000       -0.3162498E-001   0.3071140E-001  -0.2192594E-002   0.4649524E-003  -0.2488115E-002  -0.1750123E-003  -0.6759339E-004  -0.9266183E-004  -0.3664799E-003  -0.1855538E-002  -0.2054042E-002   0.1773188E-002
    955.1000       -0.3184874E-001   0.3075062E-001  -0.2282357E-002   0.3186904E-003  -0.2575263E-002  -0.3160765E-003  -0.6761287E-004  -0.9325257E-004  -0.3526399E-003  -0.1859086E-002  -0.2155011E-002   0.1636262E-002
    955.2000       -0.3208137E-001   0.3077506E-001  -0.2369757E-002   0.1699741E-003  -0.2660240E-002  -0.4598461E-003  -0.6759107E-004  -0.9386076E-004  -0.3387752E-003  -0.1862660E-002  -0.2253874E-002   0.1496675E-002
    955.3000       -0.3232259E-001   0.3078463E-001  -0.2454112E-002   0.2184613E-004  -0.2742391E-002  -0.6033173E-003  -0.6752783E-004  -0.9448567E-004  -0.3248813E-003  -0.1866253E-002  -0.2349982E-002   0.1357421E-002
    955.4000       -0.3257207E-001   0.3077954E-001  -0.2534854E-002  -0.1228601E-003  -0.2821174E-002  -0.7436767E-003  -0.6742381E-004  -0.9512652E-004  -0.3109540E-003  -0.1869853E-002  -0.2442796E-002   0.1221303E-002
    955.5000       -0.3282943E-001   0.3076026E-001  -0.2611517E-002  -0.2616021E-003  -0.2896141E-002  -0.8783850E-003  -0.6728036E-004  -0.9578248E-004  -0.2969893E-003  -0.1873452E-002  -0.2531871E-002   0.1090849E-002
    955.6000       -0.3309423E-001   0.3072749E-001  -0.2683727E-002  -0.3921694E-003  -0.2966928E-002  -0.1005221E-002  -0.6709946E-004  -0.9645271E-004  -0.2829836E-003  -0.1877040E-002  -0.2616845E-002   0.9682716E-003
    955.7000       -0.3336602E-001   0.3068216E-001  -0.2751178E-002  -0.5126902E-003  -0.3033235E-002  -0.1122291E-002  -0.6688363E-004  -0.9713635E-004  -0.2689335E-003  -0.1880609E-002  -0.2697418E-002   0.8554548E-003
    955.8000       -0.3364430E-001   0.3062534E-001  -0.2813607E-002  -0.6216137E-003  -0.3094798E-002  -0.1228013E-002  -0.6663586E-004  -0.9783254E-004  -0.2548358E-003  -0.1884151E-002  -0.2773326E-002   0.7539714E-003
    955.9000       -0.3392856E-001   0.3055827E-001  -0.2870780E-002  -0.7176777E-003  -0.3151374E-002  -0.1321087E-002  -0.6635948E-004  -0.9854041E-004  -0.2406880E-003  -0.1887660E-002  -0.2844326E-002   0.6651133E-003
    956.0000       -0.3421827E-001   0.3048227E-001  -0.2922464E-002  -0.7998682E-003  -0.3202717E-002  -0.1400457E-002  -0.6605813E-004  -0.9925905E-004  -0.2264874E-003  -0.1891128E-002  -0.2910172E-002   0.5899293E-003
    956.1000       -0.3451286E-001   0.3039878E-001  -0.2968419E-002  -0.8673803E-003  -0.3248568E-002  -0.1465274E-002  -0.6573571E-004  -0.9998754E-004  -0.2122321E-003  -0.1894550E-002  -0.2970601E-002   0.5292635E-003
    956.2000       -0.3481175E-001   0.3030931E-001  -0.3008387E-002  -0.9195823E-003  -0.3288643E-002  -0.1514856E-002  -0.6539628E-004  -0.1007249E-003  -0.1979203E-003  -0.1897921E-002  -0.3025326E-002   0.4837896E-003
    956.3000       -0.3511433E-001   0.3021539E-001  -0.3042087E-002  -0.9559883E-003  -0.3322628E-002  -0.1548670E-002  -0.6504410E-004  -0.1014702E-003  -0.1835507E-003  -0.1901237E-002  -0.3074034E-002   0.4540377E-003
    956.4000       -0.3541995E-001   0.3011865E-001  -0.3069217E-002  -0.9762388E-003  -0.3350187E-002  -0.1566306E-002  -0.6468349E-004  -0.1022223E-003  -0.1691223E-003  -0.1904497E-002  -0.3116382E-002   0.4404131E-003
    956.5000       -0.3572795E-001   0.3002069E-001  -0.3089466E-002  -0.9800896E-003  -0.3370966E-002  -0.1567471E-002  -0.6431892E-004  -0.1029800E-003  -0.1546345E-003  -0.1907697E-002  -0.3152013E-002   0.4432067E-003
    956.6000       -0.3603761E-001   0.2992318E-001  -0.3102524E-002  -0.9674092E-003  -0.3384608E-002  -0.1551983E-002  -0.6395487E-004  -0.1037422E-003  -0.1400872E-003  -0.1910838E-002  -0.3180566E-002   0.4625973E-003
    956.7000       -0.3634820E-001   0.2982776E-001  -0.3108103E-002  -0.9381818E-003  -0.3390773E-002  -0.1519778E-002  -0.6359588E-004  -0.1045076E-003  -0.1254805E-003  -0.1913918E-002  -0.3201697E-002   0.4986480E-003
    956.8000       -0.3665897E-001   0.2973609E-001  -0.3105958E-002  -0.8925163E-003  -0.3389162E-002  -0.1470917E-002  -0.6324648E-004  -0.1052748E-003  -0.1108151E-003  -0.1916939E-002  -0.3215101E-002   0.5512974E-003
    956.9000       -0.3696913E-001   0.2964980E-001  -0.3095914E-002  -0.8306575E-003  -0.3379542E-002  -0.1405599E-002  -0.6291116E-004  -0.1060423E-003  -0.9609220E-004  -0.1919904E-002  -0.3220539E-002   0.6203471E-003
    957.0000       -0.3727789E-001   0.2957049E-001  -0.3077892E-002  -0.7530004E-003  -0.3361772E-002  -0.1324175E-002  -0.6259433E-004  -0.1068088E-003  -0.8131320E-004  -0.1922814E-002  -0.3217864E-002   0.7054475E-003
    957.1000       -0.3758444E-001   0.2949971E-001  -0.3051933E-002  -0.6601039E-003  -0.3335831E-002  -0.1227163E-002  -0.6230029E-004  -0.1075728E-003  -0.6648010E-004  -0.1925674E-002  -0.3207050E-002   0.8060834E-003
    957.2000       -0.3788801E-001   0.2943895E-001  -0.3018227E-002  -0.5527036E-003  -0.3301846E-002  -0.1115260E-002  -0.6203315E-004  -0.1083327E-003  -0.5159530E-004  -0.1928488E-002  -0.3188218E-002   0.9215605E-003
    957.3000       -0.3818784E-001   0.2938962E-001  -0.2977129E-002  -0.4317215E-003  -0.3260110E-002  -0.9893544E-003  -0.6179681E-004  -0.1090871E-003  -0.3666160E-004  -0.1931262E-002  -0.3161652E-002   0.1050995E-002
    957.4000       -0.3848321E-001   0.2935302E-001  -0.2929173E-002  -0.2982717E-003  -0.3211098E-002  -0.8505302E-003  -0.6159490E-004  -0.1098347E-003  -0.2168218E-004  -0.1934002E-002  -0.3127821E-002   0.1193306E-002
    957.5000       -0.3877347E-001   0.2933034E-001  -0.2875079E-002  -0.1536593E-003  -0.3155472E-002  -0.7000693E-003  -0.6143069E-004  -0.1105742E-003  -0.6660585E-005  -0.1936714E-002  -0.3087380E-002   0.1347219E-002
    957.6000       -0.3905805E-001   0.2932261E-001  -0.2815747E-002   0.6269996E-006  -0.3094078E-002  -0.5394434E-003  -0.6130709E-004  -0.1113045E-003   0.8399351E-005  -0.1939407E-002  -0.3041170E-002   0.1511268E-002
    957.7000       -0.3933648E-001   0.2933073E-001  -0.2752238E-002   0.1629312E-003  -0.3027933E-002  -0.3702988E-003  -0.6122655E-004  -0.1120247E-003   0.2349354E-004  -0.1942087E-002  -0.2990200E-002   0.1683813E-002
    957.8000       -0.3960840E-001   0.2935541E-001  -0.2685748E-002   0.3314543E-003  -0.2958192E-002  -0.1944325E-003  -0.6119103E-004  -0.1127342E-003   0.3861769E-004  -0.1944764E-002  -0.2935618E-002   0.1863065E-002
    957.9000       -0.3987358E-001   0.2939716E-001  -0.2617569E-002   0.5042879E-003  -0.2886114E-002  -0.1375975E-004  -0.6120198E-004  -0.1134326E-003   0.5376744E-004  -0.1947445E-002  -0.2878679E-002   0.2047118E-002
    958.0000       -0.4013190E-001   0.2945634E-001  -0.2549041E-002   0.6794535E-003  -0.2813014E-002   0.1697259E-003  -0.6126029E-004  -0.1141196E-003   0.6893834E-004  -0.1950141E-002  -0.2820692E-002   0.2233986E-002
    958.1000       -0.4038342E-001   0.2953307E-001  -0.2481494E-002   0.8549483E-003  -0.2740207E-002   0.3539979E-003  -0.6136630E-004  -0.1147955E-003   0.8412601E-004  -0.1952858E-002  -0.2762967E-002   0.2421652E-002
    958.2000       -0.4062828E-001   0.2962728E-001  -0.2416198E-002   0.1028793E-002  -0.2668955E-002   0.5370451E-003  -0.6151977E-004  -0.1154607E-003   0.9932617E-004  -0.1955607E-002  -0.2706762E-002   0.2608113E-002
    958.3000       -0.4086677E-001   0.2973871E-001  -0.2354307E-002   0.1199080E-002  -0.2600410E-002   0.7169197E-003  -0.6171993E-004  -0.1161157E-003   0.1145347E-003  -0.1958396E-002  -0.2653225E-002   0.2791432E-002
    958.4000       -0.4109929E-001   0.2986691E-001  -0.2296809E-002   0.1364017E-002  -0.2535568E-002   0.8917833E-003  -0.6196548E-004  -0.1167614E-003   0.1297479E-003  -0.1961233E-002  -0.2603351E-002   0.2969778E-002
    958.5000       -0.4132630E-001   0.3001128E-001  -0.2244498E-002   0.1521966E-002  -0.2475234E-002   0.1059945E-002  -0.6225466E-004  -0.1173988E-003   0.1449621E-003  -0.1964126E-002  -0.2557942E-002   0.3141471E-002
    958.6000       -0.4154838E-001   0.3017102E-001  -0.2197948E-002   0.1671474E-002  -0.2420000E-002   0.1219896E-002  -0.6258527E-004  -0.1180291E-003   0.1601742E-003  -0.1967083E-002  -0.2517588E-002   0.3305008E-002
    958.7000       -0.4176610E-001   0.3034525E-001  -0.2157508E-002   0.1811294E-002  -0.2370235E-002   0.1370329E-002  -0.6295477E-004  -0.1186535E-003   0.1753814E-003  -0.1970110E-002  -0.2482661E-002   0.3459093E-002
    958.8000       -0.4198009E-001   0.3053293E-001  -0.2123315E-002   0.1940400E-002  -0.2326101E-002   0.1510153E-002  -0.6336028E-004  -0.1192731E-003   0.1905814E-003  -0.1973214E-002  -0.2453322E-002   0.3602640E-002
    958.9000       -0.4219097E-001   0.3073294E-001  -0.2095322E-002   0.2057986E-002  -0.2287574E-002   0.1638500E-002  -0.6379871E-004  -0.1198893E-003   0.2057721E-003  -0.1976401E-002  -0.2429547E-002   0.3734790E-002
    959.0000       -0.4239935E-001   0.3094412E-001  -0.2073332E-002   0.2163467E-002  -0.2254484E-002   0.1754721E-002  -0.6426680E-004  -0.1205031E-003   0.2209520E-003  -0.1979674E-002  -0.2411169E-002   0.3854898E-002
    959.1000       -0.4260582E-001   0.3116522E-001  -0.2057047E-002   0.2256467E-002  -0.2226561E-002   0.1858375E-002  -0.6476115E-004  -0.1211155E-003   0.2361199E-003  -0.1983040E-002  -0.2397920E-002   0.3962530E-002
    959.2000       -0.4281094E-001   0.3139499E-001  -0.2046122E-002   0.2336802E-002  -0.2203484E-002   0.1949218E-002  -0.6527833E-004  -0.1217277E-003   0.2512749E-003  -0.1986500E-002  -0.2389481E-002   0.4057446E-002
    959.3000       -0.4301522E-001   0.3163216E-001  -0.2040210E-002   0.2404463E-002  -0.2184936E-002   0.2027180E-002  -0.6581488E-004  -0.1223403E-003   0.2664166E-003  -0.1990058E-002  -0.2385538E-002   0.4139579E-002
    959.4000       -0.4321914E-001   0.3187546E-001  -0.2039011E-002   0.2459589E-002  -0.2170644E-002   0.2092347E-002  -0.6636736E-004  -0.1229543E-003   0.2815448E-003  -0.1993715E-002  -0.2385821E-002   0.4209016E-002
    959.5000       -0.4342317E-001   0.3212367E-001  -0.2042306E-002   0.2502443E-002  -0.2160419E-002   0.2144927E-002  -0.6693242E-004  -0.1235704E-003   0.2966597E-003  -0.1997474E-002  -0.2390146E-002   0.4265971E-002
    959.6000       -0.4362775E-001   0.3237556E-001  -0.2049979E-002   0.2533377E-002  -0.2154177E-002   0.2185228E-002  -0.6750678E-004  -0.1241892E-003   0.3117615E-003  -0.2001333E-002  -0.2398431E-002   0.4310750E-002
    959.7000       -0.4383331E-001   0.3262996E-001  -0.2062023E-002   0.2552803E-002  -0.2151946E-002   0.2213618E-002  -0.6808726E-004  -0.1248115E-003   0.3268509E-003  -0.2005294E-002  -0.2410710E-002   0.4343723E-002
    959.8000       -0.4404030E-001   0.3288575E-001  -0.2078532E-002   0.2561151E-002  -0.2153860E-002   0.2230494E-002  -0.6867078E-004  -0.1254379E-003   0.3419288E-003  -0.2009354E-002  -0.2427118E-002   0.4365286E-002
    959.9000       -0.4424917E-001   0.3314183E-001  -0.2099677E-002   0.2558838E-002  -0.2160134E-002   0.2236244E-002  -0.6925439E-004  -0.1260693E-003   0.3569962E-003  -0.2013513E-002  -0.2447875E-002   0.4375826E-002
    960.0000       -0.4446040E-001   0.3339717E-001  -0.2125667E-002   0.2546230E-002  -0.2171024E-002   0.2231212E-002  -0.6983521E-004  -0.1267065E-003   0.3720546E-003  -0.2017769E-002  -0.2473244E-002   0.4375687E-002
    960.1000       -0.4467447E-001   0.3365075E-001  -0.2156707E-002   0.2523616E-002  -0.2186790E-002   0.2215673E-002  -0.7041045E-004  -0.1273504E-003   0.3871054E-003  -0.2022118E-002  -0.2503484E-002   0.4365142E-002
    960.2000       -0.4489191E-001   0.3390157E-001  -0.2192944E-002   0.2491185E-002  -0.2207635E-002   0.2189810E-002  -0.7097737E-004  -0.1280020E-003   0.4021506E-003  -0.2026558E-002  -0.2538808E-002   0.4344370E-002
    960.3000       -0.4511324E-001   0.3414866E-001  -0.2234421E-002   0.2449020E-002  -0.2233666E-002   0.2153706E-002  -0.7153327E-004  -0.1286622E-003   0.4171921E-003  -0.2031086E-002  -0.2579324E-002   0.4313453E-002
    960.4000       -0.4533897E-001   0.3439105E-001  -0.2281033E-002   0.2397104E-002  -0.2264840E-002   0.2107348E-002  -0.7207544E-004  -0.1293320E-003   0.4322323E-003  -0.2035696E-002  -0.2624997E-002   0.4272376E-002
    960.5000       -0.4556960E-001   0.3462775E-001  -0.2332492E-002   0.2335339E-002  -0.2300937E-002   0.2050653E-002  -0.7260118E-004  -0.1300124E-003   0.4472737E-003  -0.2040384E-002  -0.2675609E-002   0.4221050E-002
    960.6000       -0.4580561E-001   0.3485778E-001  -0.2388310E-002   0.2263587E-002  -0.2341532E-002   0.1983498E-002  -0.7310778E-004  -0.1307042E-003   0.4623190E-003  -0.2045146E-002  -0.2730743E-002   0.4159347E-002
    960.7000       -0.4604739E-001   0.3508013E-001  -0.2447786E-002   0.2181712E-002  -0.2385992E-002   0.1905766E-002  -0.7359248E-004  -0.1314081E-003   0.4773712E-003  -0.2049974E-002  -0.2789770E-002   0.4087148E-002
    960.8000       -0.4629526E-001   0.3529378E-001  -0.2510026E-002   0.2089640E-002  -0.2433481E-002   0.1817406E-002  -0.7405256E-004  -0.1321245E-003   0.4924332E-003  -0.2054864E-002  -0.2851862E-002   0.4004395E-002
    960.9000       -0.4654945E-001   0.3549772E-001  -0.2573960E-002   0.1987414E-002  -0.2482989E-002   0.1718486E-002  -0.7448531E-004  -0.1328537E-003   0.5075082E-003  -0.2059809E-002  -0.2916012E-002   0.3911149E-002
    961.0000       -0.4681007E-001   0.3569094E-001  -0.2638385E-002   0.1875250E-002  -0.2533364E-002   0.1609246E-002  -0.7488809E-004  -0.1335955E-003   0.5225993E-003  -0.2064801E-002  -0.2981076E-002   0.3807643E-002
    961.1000       -0.4707710E-001   0.3587245E-001  -0.2702016E-002   0.1753580E-002  -0.2583367E-002   0.1490143E-002  -0.7525841E-004  -0.1343495E-003   0.5377097E-003  -0.2069834E-002  -0.3045818E-002   0.3694327E-002
    961.2000       -0.4735040E-001   0.3604136E-001  -0.2763542E-002   0.1623080E-002  -0.2631725E-002   0.1361877E-002  -0.7559394E-004  -0.1351151E-003   0.5528422E-003  -0.2074898E-002  -0.3108974E-002   0.3571890E-002
    961.3000       -0.4762970E-001   0.3619681E-001  -0.2821694E-002   0.1484686E-002  -0.2677202E-002   0.1225403E-002  -0.7589263E-004  -0.1358913E-003   0.5679998E-003  -0.2079986E-002  -0.3169309E-002   0.3441280E-002
